Order_ID,Order_Date,Customer_Name,Gender,Age,City,State,Category,Product,Quantity,Price,Discount,Sales,Profit,Payment_Mode,Region
100035,2025-08-16,Rohit,Female,36,Patna,Bihar,Furniture,Chair,4,3500,10,12600.0,2189.96,Cash,East
100036,2025-10-31,Ankit,Female,23,Delhi,Delhi,Furniture,Bed,1,32000,0,32000.0,5326.35,Card,North
100037,2025-01-03,Rahul,Male,39,Mumbai,Maharashtra,Grocery,Oil,4,1800,5,6840.0,1566.2,UPI,West
100038,2025-12-05,Ayush,Male,21,Ranchi,Jharkhand,Electronics,Mobile,2,18000,15,30600.0,4685.93,Card,East
100039,2025-08-14,Neha,Male,33,Kolkata,West Bengal,Electronics,Smartwatch,1,5000,5,4750.0,919.69,NetBanking,East
100040,2025-12-09,Ayush,Female,32,Kolkata,West Bengal,Clothing,Jeans,1,2200,25,1650.0,134.68,UPI,East
100041,2025-10-13,Aman,Female,44,Mumbai,Maharashtra,Electronics,Laptop,1,55000,5,52250.0,6738.76,Cash,West
100042,2025-06-10,Simran,Male,40,Kolkata,West Bengal,Clothing,Jeans,4,2200,0,8800.0,1605.57,UPI,East
100043,2025-08-16,Riya,Male,43,Kolkata,West Bengal,Clothing,Shirt,4,1200,25,3600.0,400.4,UPI,East
100044,2025-12-01,Rohit,Male,42,Bengaluru,Karnataka,Furniture,Table,3,6500,15,16575.0,3518.27,UPI,South
100045,2025-03-11,Simran,Male,35,Delhi,Delhi,Clothing,Shirt,2,1200,5,2280.0,324.08,UPI,North
100046,2025-07-30,Riya,Female,51,Bengaluru,Karnataka,Electronics,Headphones,1,2500,10,2250.0,318.14,UPI,South
100047,2025-08-14,Neha,Male,23,Bengaluru,Karnataka,Electronics,Headphones,3,2500,25,5625.0,1278.54,UPI,South
100048,2025-03-09,Ayush,Male,44,Mumbai,Maharashtra,Electronics,Smartwatch,4,5000,10,18000.0,4325.51,Card,West
100049,2025-03-31,Rohit,Female,44,Delhi,Delhi,Furniture,Chair,4,3500,5,13300.0,2879.45,Card,North
100050,2025-07-21,Karan,Male,58,Jaipur,Rajasthan,Grocery,Sugar,1,600,0,600.0,60.45,Card,North
100051,2025-01-12,Ankit,Male,37,Kolkata,West Bengal,Clothing,Jacket,5,3500,20,14000.0,2986.6,Cash,East
100052,2025-03-20,Rahul,Male,53,Delhi,Delhi,Furniture,Bed,2,32000,15,54400.0,4767.85,Card,North
100053,2025-12-31,Rohit,Female,22,Lucknow,Uttar Pradesh,Electronics,Smartwatch,5,5000,5,23750.0,3517.9,Card,North
100054,2025-04-17,Ankit,Male,27,Patna,Bihar,Electronics,Smartwatch,1,5000,20,4000.0,949.56,UPI,East
100055,2025-11-26,Ankit,Female,45,Mumbai,Maharashtra,Electronics,Smartwatch,4,5000,20,16000.0,2325.4,UPI,West
100056,2025-12-28,Ankit,Female,41,Mumbai,Maharashtra,Electronics,Laptop,2,55000,5,104500.0,20022.97,NetBanking,West
100057,2025-02-16,Aman,Male,51,Pune,Maharashtra,Clothing,Jacket,4,3500,5,13300.0,2270.27,UPI,West
100058,2025-08-27,Pooja,Female,52,Bengaluru,Karnataka,Grocery,Oil,5,1800,15,7650.0,650.3,Cash,South
100059,2025-09-09,Pooja,Female,60,Delhi,Delhi,Furniture,Table,1,6500,10,5850.0,520.1,Card,North
100060,2025-09-17,Ankit,Male,49,Mumbai,Maharashtra,Electronics,Laptop,2,55000,20,88000.0,12780.07,Card,West
100061,2025-11-29,Karan,Female,48,Lucknow,Uttar Pradesh,Grocery,Sugar,3,600,20,1440.0,269.82,Card,North
100062,2025-07-08,Aman,Male,27,Mumbai,Maharashtra,Furniture,Chair,1,3500,25,2625.0,440.16,Card,West
100063,2025-09-06,Rohit,Male,48,Mumbai,Maharashtra,Grocery,Oil,5,1800,5,8550.0,1423.3,Card,West
100064,2025-08-07,Simran,Female,43,Delhi,Delhi,Clothing,Jacket,5,3500,25,13125.0,2029.0,Cash,North
100065,2025-08-16,Sneha,Male,25,Kolkata,West Bengal,Electronics,Smartwatch,4,5000,25,15000.0,1425.04,UPI,East
100066,2025-12-22,Ankit,Female,55,Pune,Maharashtra,Clothing,Jacket,3,3500,5,9975.0,2443.94,Cash,West
100067,2025-12-13,Sneha,Female,58,Ranchi,Jharkhand,Furniture,Chair,2,3500,5,6650.0,1270.64,UPI,East
100068,2025-06-27,Neha,Male,25,Delhi,Delhi,Clothing,Jeans,3,2200,10,5940.0,1024.93,Card,North
100069,2025-02-02,Neha,Male,40,Hyderabad,Telangana,Electronics,Smartwatch,5,5000,15,21250.0,3143.88,Card,South
100070,2025-09-18,Ayush,Male,30,Kolkata,West Bengal,Clothing,Shoes,4,2800,0,11200.0,1649.83,Cash,East
100071,2025-08-05,Ankit,Female,45,Delhi,Delhi,Electronics,Laptop,3,55000,5,156750.0,17603.59,NetBanking,North
100072,2025-07-21,Ayush,Female,41,Pune,Maharashtra,Electronics,Smartwatch,1,5000,0,5000.0,1195.75,Cash,West
100073,2025-07-20,Rohit,Female,20,Hyderabad,Telangana,Electronics,Headphones,5,2500,5,11875.0,1194.46,Card,South
100074,2025-07-04,Neha,Male,57,Hyderabad,Telangana,Clothing,Jacket,3,3500,5,9975.0,1340.29,NetBanking,South
100075,2025-04-24,Karan,Male,30,Pune,Maharashtra,Furniture,Table,3,6500,5,18525.0,3687.24,NetBanking,West
100076,2025-08-12,Simran,Female,23,Bengaluru,Karnataka,Grocery,Sugar,4,600,25,1800.0,280.76,NetBanking,South
100077,2025-11-10,Rohit,Male,32,Jaipur,Rajasthan,Grocery,Rice,5,1200,10,5400.0,783.38,UPI,North
100078,2025-11-07,Neha,Female,29,Bengaluru,Karnataka,Furniture,Bed,5,32000,15,136000.0,26534.08,Card,South
100079,2025-08-27,Simran,Male,28,Kolkata,West Bengal,Grocery,Rice,5,1200,15,5100.0,882.87,Cash,East
100080,2025-05-18,Priya,Male,57,Hyderabad,Telangana,Furniture,Table,3,6500,15,16575.0,1761.29,Card,South
100081,2025-04-09,Priya,Female,19,Bengaluru,Karnataka,Clothing,Jeans,5,2200,20,8800.0,777.58,Card,South
100082,2025-01-21,Riya,Male,20,Kolkata,West Bengal,Furniture,Sofa,5,25000,25,93750.0,20274.49,Cash,East
100083,2025-10-12,Rohit,Male,56,Delhi,Delhi,Furniture,Chair,2,3500,15,5950.0,916.13,Card,North
100084,2025-08-19,Rahul,Female,43,Mumbai,Maharashtra,Electronics,Smartwatch,2,5000,5,9500.0,1845.12,UPI,West
100085,2025-10-19,Rahul,Male,32,Mumbai,Maharashtra,Grocery,Sugar,4,600,15,2040.0,414.81,Cash,West
100086,2025-03-23,Rohit,Male,32,Ranchi,Jharkhand,Grocery,Oil,5,1800,25,6750.0,1622.9,NetBanking,East
100087,2025-09-13,Simran,Female,32,Patna,Bihar,Electronics,Laptop,3,55000,25,123750.0,13628.2,Card,East
100088,2025-05-01,Rahul,Male,30,Bengaluru,Karnataka,Grocery,Rice,3,1200,10,3240.0,568.56,UPI,South
100089,2025-04-05,Sneha,Female,50,Delhi,Delhi,Electronics,Smartwatch,5,5000,10,22500.0,5537.49,UPI,North
100090,2025-05-16,Pooja,Male,46,Mumbai,Maharashtra,Grocery,Sugar,1,600,15,510.0,96.04,NetBanking,West
100091,2025-03-05,Neha,Female,34,Kolkata,West Bengal,Clothing,Shirt,4,1200,15,4080.0,1013.68,Cash,East
100092,2025-08-19,Sneha,Female,27,Kolkata,West Bengal,Electronics,Laptop,1,55000,25,41250.0,8304.65,Card,East
100093,2025-12-12,Rohit,Male,45,Mumbai,Maharashtra,Furniture,Table,3,6500,5,18525.0,3753.01,Cash,West
100094,2025-10-01,Simran,Female,59,Lucknow,Uttar Pradesh,Grocery,Oil,3,1800,20,4320.0,614.56,UPI,North
100095,2025-11-03,Pooja,Female,57,Mumbai,Maharashtra,Furniture,Bed,2,32000,25,48000.0,8718.1,Cash,West
100096,2025-05-02,Aman,Female,26,Patna,Bihar,Electronics,Smartwatch,3,5000,15,12750.0,3149.42,Cash,East
100097,2025-05-04,Rohit,Male,29,Mumbai,Maharashtra,Furniture,Bed,2,32000,25,48000.0,10121.68,Cash,West
100098,2025-12-22,Ankit,Female,26,Bengaluru,Karnataka,Grocery,Tea,1,450,15,382.5,67.23,UPI,South
100099,2025-08-02,Karan,Female,52,Mumbai,Maharashtra,Furniture,Bed,3,32000,0,96000.0,22507.43,NetBanking,West
100100,2025-04-28,Riya,Female,20,Lucknow,Uttar Pradesh,Electronics,Laptop,2,55000,5,104500.0,16608.36,Cash,North
100101,2025-02-07,Rohit,Female,52,Delhi,Delhi,Furniture,Table,2,6500,0,13000.0,2561.82,NetBanking,North
100102,2025-09-22,Priya,Male,30,Ranchi,Jharkhand,Clothing,Jeans,3,2200,15,5610.0,1217.29,UPI,East
100103,2025-07-20,Pooja,Male,33,Pune,Maharashtra,Furniture,Sofa,3,25000,15,63750.0,8209.67,Card,West
100104,2025-01-29,Simran,Male,41,Hyderabad,Telangana,Electronics,Headphones,2,2500,10,4500.0,441.36,UPI,South
100105,2025-11-25,Ayush,Male,46,Bengaluru,Karnataka,Grocery,Sugar,1,600,5,570.0,107.16,Cash,South
100106,2025-11-17,Sneha,Female,50,Bengaluru,Karnataka,Furniture,Sofa,3,25000,15,63750.0,11423.84,Cash,South
100107,2025-03-15,Ankit,Female,21,Mumbai,Maharashtra,Furniture,Bed,4,32000,20,102400.0,9322.23,Cash,West
100108,2025-11-30,Neha,Male,57,Ranchi,Jharkhand,Grocery,Tea,2,450,5,855.0,116.15,Card,East
100109,2025-07-15,Ayush,Male,18,Pune,Maharashtra,Clothing,Jeans,4,2200,5,8360.0,1974.35,UPI,West
100110,2025-06-22,Neha,Female,43,Kolkata,West Bengal,Furniture,Table,2,6500,0,13000.0,2946.91,UPI,East
100111,2025-04-26,Pooja,Male,29,Kolkata,West Bengal,Clothing,Shoes,2,2800,20,4480.0,680.87,NetBanking,East
100112,2025-12-22,Aman,Female,22,Jaipur,Rajasthan,Clothing,Shoes,1,2800,0,2800.0,460.91,Card,North
100113,2025-05-04,Neha,Male,46,Bengaluru,Karnataka,Electronics,Mobile,3,18000,25,40500.0,4550.83,UPI,South
100114,2025-03-12,Simran,Male,49,Pune,Maharashtra,Electronics,Laptop,5,55000,5,261250.0,42085.4,NetBanking,West
100115,2025-12-05,Riya,Male,46,Kolkata,West Bengal,Furniture,Chair,4,3500,0,14000.0,2218.08,Card,East
100116,2025-11-16,Karan,Male,33,Bengaluru,Karnataka,Furniture,Table,2,6500,5,12350.0,1332.47,Card,South
100117,2025-05-03,Rohit,Female,18,Delhi,Delhi,Electronics,Headphones,3,2500,10,6750.0,1653.79,UPI,North
100118,2025-05-06,Pooja,Female,47,Lucknow,Uttar Pradesh,Clothing,Shirt,5,1200,25,4500.0,966.58,Card,North
100119,2025-02-25,Riya,Female,43,Patna,Bihar,Grocery,Tea,1,450,0,450.0,95.85,Card,East
100120,2025-12-24,Priya,Male,57,Mumbai,Maharashtra,Electronics,Mobile,3,18000,25,40500.0,9467.66,Cash,West
100121,2025-09-14,Riya,Female,44,Bengaluru,Karnataka,Clothing,Shirt,4,1200,0,4800.0,1090.1,NetBanking,South
100122,2025-10-02,Priya,Female,52,Jaipur,Rajasthan,Clothing,Shirt,2,1200,15,2040.0,395.21,Cash,North
100123,2025-06-11,Riya,Male,48,Hyderabad,Telangana,Grocery,Sugar,2,600,5,1140.0,241.95,Card,South
100124,2025-10-02,Rohit,Female,60,Kolkata,West Bengal,Grocery,Tea,2,450,25,675.0,98.67,UPI,East
100125,2025-03-13,Ankit,Female,25,Lucknow,Uttar Pradesh,Electronics,Smartwatch,2,5000,5,9500.0,1535.94,Cash,North
100126,2025-05-25,Pooja,Male,38,Jaipur,Rajasthan,Furniture,Table,1,6500,0,6500.0,1196.58,NetBanking,North
100127,2025-07-21,Pooja,Female,58,Pune,Maharashtra,Clothing,Shirt,2,1200,20,1920.0,398.32,UPI,West
100128,2025-08-22,Riya,Male,31,Ranchi,Jharkhand,Clothing,Jeans,3,2200,15,5610.0,1087.89,Card,East
100129,2025-07-02,Neha,Female,46,Lucknow,Uttar Pradesh,Clothing,Jeans,3,2200,5,6270.0,803.55,Card,North
100130,2025-08-13,Ayush,Male,36,Ranchi,Jharkhand,Electronics,Headphones,5,2500,20,10000.0,813.1,Cash,East
100131,2025-07-06,Karan,Male,45,Patna,Bihar,Clothing,Shirt,2,1200,15,2040.0,241.45,UPI,East
100132,2025-03-04,Rahul,Male,53,Mumbai,Maharashtra,Furniture,Bed,2,32000,0,64000.0,13964.69,UPI,West
100133,2025-09-20,Pooja,Male,44,Pune,Maharashtra,Electronics,Laptop,2,55000,15,93500.0,22521.45,NetBanking,West
100134,2025-11-04,Ankit,Female,50,Lucknow,Uttar Pradesh,Electronics,Laptop,5,55000,10,247500.0,28741.89,UPI,North
100135,2025-01-10,Ayush,Male,38,Hyderabad,Telangana,Furniture,Table,2,6500,10,11700.0,2499.43,NetBanking,South
100136,2025-08-30,Simran,Female,22,Jaipur,Rajasthan,Grocery,Sugar,2,600,0,1200.0,252.96,Card,North
100137,2025-01-19,Simran,Female,47,Lucknow,Uttar Pradesh,Clothing,Shirt,2,1200,10,2160.0,356.38,Card,North
100138,2025-06-27,Riya,Male,30,Lucknow,Uttar Pradesh,Furniture,Bed,1,32000,20,25600.0,4448.83,UPI,North
100139,2025-10-27,Riya,Male,37,Mumbai,Maharashtra,Furniture,Table,2,6500,10,11700.0,1756.24,Cash,West
100140,2025-11-29,Priya,Female,54,Lucknow,Uttar Pradesh,Grocery,Rice,1,1200,10,1080.0,208.83,Cash,North
100141,2025-02-17,Ayush,Male,41,Mumbai,Maharashtra,Grocery,Tea,4,450,5,1710.0,417.15,Card,West
100142,2025-04-24,Karan,Female,55,Delhi,Delhi,Electronics,Laptop,4,55000,5,209000.0,38283.39,Cash,North
100143,2025-01-21,Karan,Female,36,Pune,Maharashtra,Furniture,Sofa,5,25000,5,118750.0,20014.14,NetBanking,West
100144,2025-05-13,Riya,Male,20,Delhi,Delhi,Electronics,Laptop,5,55000,0,275000.0,38710.83,NetBanking,North
100145,2025-08-01,Karan,Male,53,Pune,Maharashtra,Electronics,Mobile,3,18000,10,48600.0,11189.91,Card,West
100146,2025-08-01,Priya,Female,21,Bengaluru,Karnataka,Furniture,Bed,4,32000,5,121600.0,10127.68,Cash,South
100147,2025-12-22,Pooja,Female,38,Kolkata,West Bengal,Clothing,Shirt,2,1200,15,2040.0,209.82,Cash,East
100148,2025-05-11,Neha,Female,60,Kolkata,West Bengal,Electronics,Laptop,5,55000,5,261250.0,61128.86,Card,East
100149,2025-06-15,Ankit,Female,57,Ranchi,Jharkhand,Grocery,Sugar,5,600,20,2400.0,550.62,Cash,East
100150,2025-11-12,Ankit,Male,42,Jaipur,Rajasthan,Grocery,Sugar,4,600,15,2040.0,459.38,Card,North
100151,2025-04-01,Sneha,Female,27,Delhi,Delhi,Clothing,Shoes,1,2800,10,2520.0,324.58,Cash,North
100152,2025-01-28,Simran,Female,29,Lucknow,Uttar Pradesh,Electronics,Mobile,3,18000,0,54000.0,8334.58,Card,North
100153,2025-10-08,Rahul,Male,33,Patna,Bihar,Electronics,Mobile,5,18000,5,85500.0,9449.87,Cash,East
100154,2025-01-25,Rahul,Female,33,Kolkata,West Bengal,Electronics,Mobile,4,18000,15,61200.0,8485.04,UPI,East
100155,2025-02-15,Pooja,Male,46,Jaipur,Rajasthan,Clothing,Shirt,5,1200,0,6000.0,498.08,NetBanking,North
100156,2025-01-10,Ayush,Male,31,Mumbai,Maharashtra,Grocery,Rice,1,1200,5,1140.0,103.89,UPI,West
100157,2025-09-05,Karan,Male,26,Hyderabad,Telangana,Clothing,Shirt,4,1200,15,4080.0,867.14,NetBanking,South
100158,2025-09-14,Neha,Female,38,Kolkata,West Bengal,Grocery,Oil,1,1800,20,1440.0,339.83,Cash,East
100159,2025-02-12,Sneha,Female,52,Lucknow,Uttar Pradesh,Furniture,Sofa,1,25000,25,18750.0,1696.27,Cash,North
100160,2025-04-05,Ayush,Female,42,Patna,Bihar,Clothing,Shoes,5,2800,0,14000.0,2439.51,NetBanking,East
100161,2025-10-23,Sneha,Female,60,Ranchi,Jharkhand,Clothing,Jacket,3,3500,20,8400.0,1362.97,NetBanking,East
100162,2025-04-19,Simran,Female,54,Delhi,Delhi,Electronics,Headphones,3,2500,5,7125.0,815.29,NetBanking,North
100163,2025-01-02,Sneha,Male,37,Patna,Bihar,Electronics,Smartwatch,2,5000,15,8500.0,2018.59,UPI,East
100164,2025-12-04,Riya,Male,54,Mumbai,Maharashtra,Grocery,Oil,3,1800,5,5130.0,1190.13,UPI,West
100165,2025-09-10,Karan,Male,52,Lucknow,Uttar Pradesh,Clothing,Jacket,5,3500,5,16625.0,3052.82,UPI,North
100166,2025-02-19,Riya,Male,57,Patna,Bihar,Clothing,Jacket,2,3500,15,5950.0,751.08,NetBanking,East
100167,2025-02-03,Pooja,Female,25,Jaipur,Rajasthan,Electronics,Mobile,2,18000,15,30600.0,5836.16,Cash,North
100168,2025-05-20,Simran,Female,40,Pune,Maharashtra,Electronics,Laptop,5,55000,5,261250.0,28585.67,Cash,West
100169,2025-06-01,Aman,Male,60,Lucknow,Uttar Pradesh,Grocery,Tea,3,450,20,1080.0,99.05,Cash,North
100170,2025-03-29,Priya,Female,37,Mumbai,Maharashtra,Grocery,Oil,3,1800,10,4860.0,700.25,Card,West
100171,2025-10-06,Ankit,Female,34,Pune,Maharashtra,Grocery,Tea,5,450,10,2025.0,443.05,Cash,West
100172,2025-01-23,Rahul,Male,22,Hyderabad,Telangana,Furniture,Chair,3,3500,25,7875.0,653.72,Card,South
100173,2025-10-02,Rohit,Male,18,Ranchi,Jharkhand,Furniture,Table,4,6500,5,24700.0,2374.69,Card,East
100174,2025-04-12,Sneha,Male,20,Jaipur,Rajasthan,Furniture,Chair,4,3500,25,10500.0,1896.44,UPI,North
100175,2025-07-15,Ayush,Female,39,Jaipur,Rajasthan,Grocery,Sugar,2,600,25,900.0,178.43,UPI,North
100176,2025-05-17,Aman,Female,56,Hyderabad,Telangana,Electronics,Laptop,5,55000,10,247500.0,43482.93,Cash,South
100177,2025-10-10,Pooja,Male,19,Bengaluru,Karnataka,Grocery,Rice,3,1200,10,3240.0,391.69,NetBanking,South
100178,2025-11-21,Rohit,Male,44,Hyderabad,Telangana,Electronics,Mobile,4,18000,0,72000.0,11592.95,NetBanking,South
100179,2025-11-10,Karan,Female,52,Kolkata,West Bengal,Clothing,Shoes,5,2800,10,12600.0,2693.35,Cash,East
100180,2025-01-16,Simran,Male,38,Jaipur,Rajasthan,Clothing,Shoes,2,2800,20,4480.0,479.42,UPI,North
100181,2025-02-22,Karan,Male,52,Jaipur,Rajasthan,Grocery,Sugar,1,600,10,540.0,72.78,Cash,North
100182,2025-07-01,Rahul,Female,21,Pune,Maharashtra,Clothing,Shirt,4,1200,10,4320.0,1068.15,UPI,West
100183,2025-03-25,Ankit,Male,54,Bengaluru,Karnataka,Grocery,Rice,5,1200,20,4800.0,1172.27,Card,South
100184,2025-01-02,Sneha,Female,49,Patna,Bihar,Clothing,Shoes,1,2800,25,2100.0,295.65,UPI,East
100185,2025-11-01,Simran,Female,44,Bengaluru,Karnataka,Grocery,Oil,3,1800,5,5130.0,696.59,Card,South
100186,2025-05-21,Priya,Female,32,Bengaluru,Karnataka,Clothing,Jeans,1,2200,10,1980.0,327.5,Cash,South
100187,2025-03-15,Aman,Female,23,Bengaluru,Karnataka,Electronics,Mobile,4,18000,25,54000.0,5223.05,NetBanking,South
100188,2025-10-18,Karan,Female,43,Ranchi,Jharkhand,Electronics,Mobile,4,18000,15,61200.0,5662.11,UPI,East
100189,2025-04-23,Ayush,Female,45,Hyderabad,Telangana,Furniture,Bed,4,32000,15,108800.0,25041.21,NetBanking,South
100190,2025-11-25,Rohit,Female,51,Hyderabad,Telangana,Electronics,Smartwatch,4,5000,10,18000.0,2111.86,NetBanking,South
100191,2025-09-07,Priya,Male,39,Bengaluru,Karnataka,Clothing,Shirt,4,1200,20,3840.0,703.71,NetBanking,South
100192,2025-06-08,Neha,Male,52,Delhi,Delhi,Electronics,Headphones,1,2500,0,2500.0,210.12,UPI,North
100193,2025-08-24,Pooja,Male,25,Delhi,Delhi,Furniture,Chair,2,3500,25,5250.0,833.17,Cash,North
100194,2025-06-23,Simran,Male,18,Patna,Bihar,Grocery,Oil,1,1800,0,1800.0,215.41,Cash,East
100195,2025-02-25,Neha,Female,43,Delhi,Delhi,Electronics,Mobile,3,18000,0,54000.0,7014.4,NetBanking,North
100196,2025-11-09,Neha,Female,22,Ranchi,Jharkhand,Grocery,Oil,1,1800,10,1620.0,161.08,Card,East
100197,2025-08-11,Karan,Female,43,Mumbai,Maharashtra,Electronics,Smartwatch,4,5000,25,15000.0,3184.1,Cash,West
100198,2025-06-10,Pooja,Male,43,Lucknow,Uttar Pradesh,Furniture,Bed,2,32000,15,54400.0,11380.88,Cash,North
100199,2025-03-01,Ayush,Male,26,Ranchi,Jharkhand,Clothing,Jacket,4,3500,20,11200.0,2639.68,Card,East
100200,2025-05-15,Sneha,Female,32,Kolkata,West Bengal,Furniture,Bed,3,32000,20,76800.0,9117.27,NetBanking,East
100201,2025-11-12,Riya,Male,51,Bengaluru,Karnataka,Clothing,Shoes,5,2800,25,10500.0,2239.27,Card,South
100202,2025-12-23,Sneha,Male,54,Delhi,Delhi,Electronics,Mobile,2,18000,5,34200.0,6916.5,NetBanking,North
100203,2025-07-01,Neha,Female,18,Kolkata,West Bengal,Clothing,Jeans,3,2200,20,5280.0,1266.29,NetBanking,East
100204,2025-05-23,Priya,Male,27,Jaipur,Rajasthan,Clothing,Jacket,3,3500,5,9975.0,1640.72,Cash,North
100205,2025-10-09,Simran,Female,28,Pune,Maharashtra,Electronics,Laptop,4,55000,15,187000.0,37263.69,Card,West
100206,2025-12-15,Ankit,Male,55,Patna,Bihar,Furniture,Bed,5,32000,25,120000.0,9879.54,NetBanking,East
100207,2025-03-09,Rohit,Female,44,Bengaluru,Karnataka,Grocery,Sugar,1,600,5,570.0,88.45,Card,South
100208,2025-01-05,Pooja,Male,21,Delhi,Delhi,Grocery,Oil,2,1800,10,3240.0,608.93,NetBanking,North
100209,2025-12-05,Ankit,Female,28,Mumbai,Maharashtra,Clothing,Shirt,1,1200,20,960.0,90.9,NetBanking,West
100210,2025-05-26,Aman,Male,41,Pune,Maharashtra,Clothing,Jeans,5,2200,10,9900.0,893.01,UPI,West
100211,2025-07-01,Neha,Male,31,Lucknow,Uttar Pradesh,Grocery,Oil,3,1800,5,5130.0,465.2,NetBanking,North
100212,2025-01-05,Neha,Female,59,Hyderabad,Telangana,Electronics,Headphones,1,2500,15,2125.0,212.37,Card,South
100213,2025-10-30,Karan,Female,58,Mumbai,Maharashtra,Electronics,Headphones,4,2500,10,9000.0,1914.35,Cash,West
100214,2025-02-18,Simran,Male,48,Hyderabad,Telangana,Furniture,Sofa,2,25000,0,50000.0,11359.6,UPI,South
100215,2025-10-14,Aman,Male,32,Mumbai,Maharashtra,Electronics,Headphones,5,2500,10,11250.0,1724.62,NetBanking,West
100216,2025-04-26,Rahul,Female,33,Ranchi,Jharkhand,Furniture,Chair,5,3500,25,13125.0,2618.97,Card,East
